Ticker,Name,Asset Class,Weight (%),Price,Shares,Market Value,Notional Value,Sector,SEDOL,ISIN,Exchange
VRTS,VIRTUS INVESTMENT PARTNERS INC.,Equity,0.0981,110.9,262995,"$29,166,146",29166145.5,Industrials,B3KKGQ8,US92828Q1094,NASDAQ
VRTU,VIRTUSA CORP,Equity,0.1075,28.5,1120918,"$31,946,163",31946163,Industrials,B1YWRN0,US92827P1021,NASDAQ
VVI,VIAD CORP.,Equity,0.1306,47.25,821678,"$38,824,286",38824285.5,Industrials,B01KGF5,US92552R4065,New York Stock Exchange Inc.
WGO,WINNEBAGO INDUSTRIES INC.,Equity,0.1215,34.35,1051624,"$36,123,284",36123284.4,Industrials,2972721,US9746371007,New York Stock Exchange Inc.
WING,WINGSTOP INC,Equity,0.1111,28.36,1164764,"$33,032,707",33032707.04,Industrials,BYYXHN4,US9741551033,NASDAQ
WIRE,ENCORE WIRE CORP.,Equity,0.1364,47.85,846877,"$40,523,064",40523064.45,Industrials,2273446,US2925621052,NASDAQ
WWE,WORLD WRESTLING ENTERTAINMENT INC,Equity,0.1158,22.14,1553824,"$34,401,663",34401663.36,Industrials,2503529,US98156Q1085,New York Stock Exchange Inc.
ACET,ACETO CORP.,Equity,0.0655,15.71,1239489,"$19,466,175",19466174.75,Information Technology,2004709,US0044461004,NASDAQ
AFAM,ALMOST FAMILY INC.,Equity,0.0752,48.15,464130,"$22,347,860",22347859.5,Information Technology,2796448,US0204091088,NASDAQ
AMPH,AMPHASTAR PHARMACEUTICALS INC,Equity,0.0898,18.4,1450495,"$26,689,108",26689108,Information Technology,BNFWZS4,US03209R1032,NASDAQ
ANGO,ANGIODYNAMICS INC.,Equity,0.0712,16.53,1280489,"$21,166,483",21166483.17,Information Technology,B00CR04,US03475V1017,NASDAQ
ANIP,ANI PHARMACEUTICALS INC,Equity,0.0703,65.26,320009,"$20,883,787",20883787.34,Information Technology,BCDWBX6,US00182C1036,NASDAQ
AVAV,AEROVIRONMENT INC.,Equity,0.0759,26.97,836011,"$22,547,217",22547216.67,Information Technology,B1P5YY8,US0080731088,NASDAQ
BCOR,BLUCORA INC,Equity,0.083,15.9,1551723,"$24,672,396",24672395.7,Information Technology,B8L2DV2,US0952291005,NASDAQ
BH,BIGLARI HOLDINGS INC.,Equity,0.0624,439.99,42117,"$18,531,059",18531058.83,Information Technology,2843430,US08986R1014,New York Stock Exchange Inc.
BKE,BUCKLE INC.,Equity,0.0802,20.85,1143066,"$23,832,926",23832926.1,Information Technology,2149934,US1184401065,New York Stock Exchange Inc.
BKS,BARNES & NOBLE INC.,Equity,0.0797,10.5,2256472,"$23,692,956",23692956,Information Technology,2081144,US0677741094,New York Stock Exchange Inc.
BRS,BRISTOW GROUP INC.,Equity,0.0741,17.06,1290442,"$22,014,941",22014940.52,Information Technology,2656229,US1103941035,New York Stock Exchange Inc.
CAMP,CALAMP CORP.,Equity,0.0766,15.49,1469796,"$22,767,140",22767140.04,Information Technology,2164700,US1281261099,NASDAQ
CATO,CATO CORP. CL A,Equity,0.0914,26.55,1022735,"$27,153,614",27153614.25,Information Technology,2180438,US1492051065,New York Stock Exchange Inc.
CCRN,CROSS COUNTRY HEALTHCARE INC.,Equity,0.0713,15.6,1358374,"$21,190,634",21190634.4,Information Technology,2809056,US2274831047,NASDAQ
CECO,CAREER EDUCATION CORP.,Equity,0.0832,9.34,2646824,"$24,721,336",24721336.16,Information Technology,2143646,US1416651099,NASDAQ
CHUY,CHUYS HOLDINGS INC,Equity,0.0695,30.15,685372,"$20,663,966",20663965.8,Information Technology,B88WMY1,US1716041017,NASDAQ
CROX,CROCS INC.,Equity,0.0695,6.98,2960261,"$20,662,622",20662621.78,Information Technology,B0T7Z62,US2270461096,NASDAQ
CRY,CRYOLIFE INC.,Equity,0.0639,17.25,1100740,"$18,987,765",18987765,Information Technology,2239017,US2289031005,New York Stock Exchange Inc.
DCOM,DIME COMMUNITY BANCSHARES,Equity,0.0919,21.7,1259135,"$27,323,230",27323229.5,Information Technology,2034148,US2539221083,NASDAQ
DFIN,DONNELLEY FINANCIAL SOLUTIONS INC,Equity,0.089,24.67,1072142,"$26,449,743",26449743.14,Information Technology,BYND5T7,US25787G1004,New York Stock Exchange Inc.
DPLO,DIPLOMAT PHARMACY INC,Equity,0.0856,14.55,1748532,"$25,441,141",25441140.6,Information Technology,BRB38H9,US25456K1016,New York Stock Exchange Inc.
DXPE,DXP ENTERPRISES INC.,Equity,0.0774,37.1,620130,"$23,006,823",23006823,Information Technology,2276627,US2333774071,NASDAQ
ECHO,ECHO GLOBAL LOGISTICS INC,Equity,0.0885,23.45,1121121,"$26,290,287",26290287.45,Information Technology,B4M7GZ3,US27875T1016,NASDAQ
ECPG,ENCORE CAPITAL GROUP INC.,Equity,0.0885,33.85,777386,"$26,314,516",26314516.1,Information Technology,2443078,US2925541029,NASDAQ
EGL,ENGILITY HOLDINGS INC,Equity,0.0755,31.16,720002,"$22,435,262",22435262.32,Information Technology,BVWVSS1,US29286C1071,New York Stock Exchange Inc.
EGRX,EAGLE PHARMACEUTICALS INC,Equity,0.0779,74.12,312370,"$23,152,864",23152864.4,Information Technology,BJH7VB4,US2697961082,NASDAQ
EXAR,EXAR CORP,Equity,0.0653,11.21,1732437,"$19,420,619",19420618.77,Information Technology,2325206,US3006451088,New York Stock Exchange Inc.
EZPW,EZCORP INC. CL A,Equity,0.0619,9.15,2009509,"$18,387,007",18387007.35,Information Technology,2326287,US3023011063,NASDAQ
FARO,FARO TECHNOLOGIES INC.,Equity,0.0872,38.3,676524,"$25,910,869",25910869.2,Information Technology,2106661,US3116421021,NASDAQ
FRED,FREDS INC.,Equity,0.0774,17.68,1301361,"$23,008,062",23008062.48,Information Technology,2354385,US3561081007,NASDAQ
FTK,FLOTEK INDUSTRIES INC.,Equity,0.09,12.46,2145988,"$26,739,010",26739010.48,Information Technology,2816551,US3433891021,New York Stock Exchange Inc.
GNCMA,GENERAL COMMUNICATION INC. CL A,Equity,0.0722,19.88,1079831,"$21,467,040",21467040.28,Information Technology,2365019,US3693851095,NASDAQ
HAYN,HAYNES INTERNATIONAL INC.,Equity,0.0723,41.83,513795,"$21,492,045",21492044.85,Information Technology,B02WVH7,US4208772016,NASDAQ
HIBB,HIBBETT SPORTS INC.,Equity,0.0912,29.7,913060,"$27,117,882",27117882,Information Technology,2428376,US4285671016,NASDAQ
HMST,HOMESTREET INC.,Equity,0.0912,26.75,1013360,"$27,107,380",27107380,Information Technology,B4WHS46,US43785V1026,NASDAQ
HSTM,HEALTHSTREAM INC.,Equity,0.0804,23.18,1031001,"$23,898,603",23898603.18,Information Technology,2577870,US42222N1037,NASDAQ
HWKN,HAWKINS INC.,Equity,0.0653,50.05,387684,"$19,403,584",19403584.2,Information Technology,2415594,US4202611095,NASDAQ
HZO,MARINEMAX INC,Equity,0.0763,22.7,998648,"$22,669,310",22669309.6,Information Technology,2250353,US5679081084,New York Stock Exchange Inc.
ICON,ICONIX BRAND GROUP INC.,Equity,0.0719,9.31,2296712,"$21,382,389",21382388.72,Information Technology,2175575,US4510551074,NASDAQ
IIIN,INSTEEL INDUSTRIES INC.,Equity,0.0883,37.46,700867,"$26,254,478",26254477.82,Information Technology,2325875,US45774W1080,NASDAQ
INTL,INTL FCSTONE INC.,Equity,0.076,36.91,612101,"$22,592,648",22592647.91,Information Technology,2456441,US46116V1052,NASDAQ
IPAR,INTER PARFUMS INC.,Equity,0.0838,35.4,703882,"$24,917,423",24917422.8,Information Technology,2473150,US4583341098,NASDAQ
ITG,INVESTMENT TECHNOLOGY GROUP INC.,Equity,0.062,20.04,918804,"$18,412,832",18412832.16,Information Technology,2472759,US46145F1057,New York Stock Exchange Inc.
KELYA,KELLY SERVICES INC. CL A,Equity,0.0892,21.99,1205933,"$26,518,467",26518466.67,Information Technology,2487117,US4881522084,NASDAQ
KND,KINDRED HEALTHCARE INC.,Equity,0.0848,7.25,3475352,"$25,196,302",25196302,Information Technology,2752677,US4945801037,New York Stock Exchange Inc.
LCI,LANNETT COMPANY INC,Equity,0.0901,22.4,1195108,"$26,770,419",26770419.2,Information Technology,2447694,US5160121019,New York Stock Exchange Inc.
LDR,LANDAUER INC.,Equity,0.0684,51,398377,"$20,317,227",20317227,Information Technology,2879714,US51476K1034,New York Stock Exchange Inc.
LGIH,LGI HOMES INC,Equity,0.0672,28.86,691791,"$19,965,088",19965088.26,Information Technology,BG3G1B4,US50187T1060,NASDAQ
LION,FIDELITY SOUTHERN CORP.,Equity,0.0696,24.02,860810,"$20,676,656",20676656.2,Information Technology,2348429,US3163941053,NASDAQ
MCS,MARCUS CORP.,Equity,0.0784,29.85,780453,"$23,296,522",23296522.05,Information Technology,2564827,US5663301068,New York Stock Exchange Inc.
MED,MEDIFAST INC.,Equity,0.0689,45.07,454426,"$20,480,980",20480979.82,Information Technology,2934033,US58470H1014,New York Stock Exchange Inc.
MHO,M/I HOMES INC.,Equity,0.0799,23.55,1008653,"$23,753,778",23753778.15,Information Technology,2549385,US55305B1017,New York Stock Exchange Inc.
MPAA,MOTORCAR PARTS OF AMERICA INC.,Equity,0.0742,28.99,760363,"$22,042,923",22042923.37,Information Technology,2861993,US6200711009,NASDAQ
MRTN,MARTEN TRANSPORT LTD.,Equity,0.0754,23.9,937067,"$22,395,901",22395901.3,Information Technology,2568357,US5730751089,NASDAQ
MTRX,MATRIX SERVICE CO.,Equity,0.0626,17.25,1077926,"$18,594,224",18594223.5,Information Technology,2572068,US5768531056,NASDAQ
MYRG,MYR GROUP INC.,Equity,0.0857,38.56,660287,"$25,460,667",25460666.72,Information Technology,B3CLS18,US55405W1045,NASDAQ
NILE,BLUE NILE INC.,Equity,0.0661,40.75,482256,"$19,651,932",19651932,Information Technology,B00G5P7,US09578R1032,NASDAQ
NLS,NAUTILUS INC.,Equity,0.0731,17.4,1248242,"$21,719,411",21719410.8,Information Technology,2415936,US63910B1026,New York Stock Exchange Inc.
NPK,NATIONAL PRESTO INDUSTRIES INC.,Equity,0.0762,111.25,203564,"$22,646,495",22646495,Information Technology,2626802,US6372151042,New York Stock Exchange Inc.
NR,NEWPARK RESOURCES INC.,Equity,0.0869,7.5,3442760,"$25,820,700",25820700,Information Technology,2636878,US6517185046,New York Stock Exchange Inc.
NX,QUANEX BUILDING PRODUCTS CORP.,Equity,0.0914,19.25,1410868,"$27,159,209",27159209,Information Technology,B2QXCJ9,US7476191041,New York Stock Exchange Inc.
OFG,OFG BANCORP.,Equity,0.0817,13.45,1805181,"$24,279,684",24279684.45,Information Technology,B87LKR8,PR67103X1020,New York Stock Exchange Inc.
ORIT,ORITANI FINANCIAL CORP.,Equity,0.09,17.25,1550331,"$26,743,210",26743209.75,Information Technology,B3SLD95,US68633D1037,NASDAQ
PAHC,PHIBRO ANIMAL HEALTH CORP CLASS A,Equity,0.0743,29.15,757872,"$22,091,969",22091968.8,Information Technology,BL95N25,US71742Q1067,NASDAQ
PGTI,PGT INNOVATIONS INC,Equity,0.0769,11.4,2004070,"$22,846,398",22846398,Information Technology,B17V2N9,US69336V1017,New York Stock Exchange Inc.
PRFT,PERFICIENT INC.,Equity,0.09,18.29,1461966,"$26,739,358",26739358.14,Information Technology,2442547,US71375U1016,NASDAQ
PRSC,PROVIDENCE SERVICE CORP,Equity,0.0683,40.89,496470,"$20,300,658",20300658.3,Information Technology,2918576,US7438151026,NASDAQ
RECN,RESOURCES CONNECTION INC.,Equity,0.069,16.9,1212877,"$20,497,621",20497621.3,Information Technology,2697853,US76122Q1058,NASDAQ
REX,REX AMERICAN RESOURCES CORP.,Equity,0.0642,84.2,226611,"$19,080,646",19080646.2,Information Technology,2063670,US7616241052,New York Stock Exchange Inc.
RRGB,RED ROBIN GOURMET BURGERS INC.,Equity,0.0849,47.8,527705,"$25,224,299",25224299,Information Technology,2966144,US75689M1018,NASDAQ
RTEC,RUDOLPH TECHNOLOGIES INC,Equity,0.0917,21.65,1259238,"$27,262,503",27262502.7,Information Technology,2518415,US7812701032,New York Stock Exchange Inc.
RUTH,RUTHS HOSPITALITY GROUP INC.,Equity,0.0716,17.55,1212127,"$21,272,829",21272828.85,Information Technology,B0G4KC7,US7833321091,NASDAQ
RYAM,RAYONIER ADVANCED MATERIALS INC,Equity,0.0762,12.81,1767990,"$22,647,952",22647951.9,Information Technology,BN458W9,US75508B1044,New York Stock Exchange Inc.
SAH,SONIC AUTOMOTIVE INC. CL A,Equity,0.0852,23.75,1066083,"$25,319,471",25319471.25,Information Technology,2125246,US83545G1022,New York Stock Exchange Inc.
SCLN,SCICLONE PHARMACEUTICALS INC.,Equity,0.0681,9.75,2074922,"$20,230,490",20230489.5,Information Technology,2779579,US80862K1043,NASDAQ
SHAK,SHAKE SHACK INC CLASS A,Equity,0.0906,37.21,723724,"$26,929,770",26929770.04,Information Technology,BV0LCR0,US8190471016,New York Stock Exchange Inc.
SUP,SUPERIOR INDUSTRIES INTERNATIONAL,Equity,0.0724,23,935081,"$21,506,863",21506863,Information Technology,2864141,US8681681057,New York Stock Exchange Inc.
SXC,SUNCOKE ENERGY INC.,Equity,0.0885,9.99,2632151,"$26,295,188",26295188.49,Information Technology,B3R0638,US86722A1034,New York Stock Exchange Inc.
TG,TREDEGAR CORP.,Equity,0.0775,22.45,1026225,"$23,038,751",23038751.25,Information Technology,2903345,US8946501009,New York Stock Exchange Inc.
TTEC,TELETECH HOLDINGS INC.,Equity,0.065,30,643643,"$19,309,290",19309290,Information Technology,2892885,US8799391060,NASDAQ
TTI,TETRA TECHNOLOGIES INC.,Equity,0.073,4.6,4714359,"$21,686,051",21686051.4,Information Technology,2884280,US88162F1057,New York Stock Exchange Inc.
TTS,TILE SHOP HOLDINGS INC,Equity,0.0793,17.7,1330694,"$23,553,284",23553283.8,Information Technology,B8394K7,US88677Q1094,NASDAQ
TWI,TITAN INTERNATIONAL INC,Equity,0.0817,13.56,1790091,"$24,273,634",24273633.96,Information Technology,2890265,US88830M1027,New York Stock Exchange Inc.
UBA,URSTADT BIDDLE PROPERTIES REIT CLA,Equity,0.0638,22.23,853542,"$18,974,239",18974238.66,Information Technology,2256522,US9172862057,New York Stock Exchange Inc.
UHT,UNIVERSAL HEALTH REALTY INCOME TRU,Equity,0.0641,63.51,299844,"$19,043,092",19043092.44,Information Technology,2927497,US91359E1055,New York Stock Exchange Inc.
UTEK,ULTRATECH INC.,Equity,0.0911,28.76,941622,"$27,081,049",27081048.72,Information Technology,2907217,US9040341052,NASDAQ
VIVO,MERIDIAN BIOSCIENCE INC.,Equity,0.0739,12.75,1722186,"$21,957,872",21957871.5,Information Technology,2580265,US5895841014,NASDAQ
VRTV,VERITIV CORP,Equity,0.0715,55.6,382317,"$21,256,825",21256825.2,Information Technology,BNBKSP0,US9234541020,New York Stock Exchange Inc.
VSI,VITAMIN SHOPPE INC.,Equity,0.0716,21.8,976603,"$21,289,945",21289945.4,Information Technology,B55C7L5,US92849E1010,New York Stock Exchange Inc.
XOXO,XO GROUP INC.,Equity,0.064,18.63,1020248,"$19,007,220",19007220.24,Information Technology,2526991,US9837721045,New York Stock Exchange Inc.
AMRI,ALBANY MOLECULAR RESEARCH INC.,Equity,0.0563,18.61,898503,"$16,721,141",16721140.83,Materials,2385471,US0124231095,NASDAQ
APEI,AMERICAN PUBLIC EDUCATION INC,Equity,0.0534,24.4,650113,"$15,862,757",15862757.2,Materials,B292GM4,US02913V1035,NASDAQ
AVD,AMERICAN VANGUARD CORP.,Equity,0.0587,16.65,1046977,"$17,432,167",17432167.05,Materials,2025711,US0303711081,New York Stock Exchange Inc.
BBG,BILL BARRETT CORP.,Equity,0.0601,5.86,3050350,"$17,875,051",17875051,Materials,B04M3T1,US06846N1046,New York Stock Exchange Inc.
BKMU,BANK MUTUAL CORP.,Equity,0.0579,9.85,1747808,"$17,215,909",17215908.8,Materials,2734921,US0637501034,NASDAQ
BNED,BARNES AND NOBLE EDUCATION INC,Equity,0.0542,10.15,1586272,"$16,100,661",16100660.8,Materials,BYQDT70,US06777U1016,New York Stock Exchange Inc.
CDR,CEDAR REALTY TRUST INC,Equity,0.0553,6.06,2711939,"$16,434,350",16434350.34,Materials,2033242,US1506022094,New York Stock Exchange Inc.
CENT,CENTRAL GARDEN & PET CO.,Equity,0.0486,35.55,406524,"$14,451,928",14451928.2,Materials,2183868,US1535271068,NASDAQ
CLD,CLOUD PEAK ENERGY INC.,Equity,0.0488,5.82,2493144,"$14,510,098",14510098.08,Materials,B57LN89,US18911Q1022,New York Stock Exchange Inc.
COHU,COHU INC.,Equity,0.0551,15.72,1040864,"$16,362,382",16362382.08,Materials,2208426,US1925761066,NASDAQ
CRVL,CORVEL CORP.,Equity,0.0566,40.6,414251,"$16,818,591",16818590.6,Materials,2347277,US2210061097,NASDAQ
DAKT,DAKTRONICS INC.,Equity,0.0564,10.11,1657062,"$16,752,897",16752896.82,Materials,2254010,US2342641097,NASDAQ
DGII,DIGI INTERNATIONAL INC.,Equity,0.0478,13.05,1087390,"$14,190,440",14190439.5,Materials,2269661,US2537981027,NASDAQ
ENTA,ENANTA PHARMACEUTICALS INC,Equity,0.0549,29.17,559811,"$16,329,687",16329686.87,Materials,B9L5200,US29251M1062,NASDAQ
ENVA,ENOVA INTERNATIONAL INC,Equity,0.0482,14.8,968188,"$14,329,182",14329182.4,Materials,BRYQ4L1,US29357K1034,New York Stock Exchange Inc.
FORR,FORRESTER RESEARCH INC.,Equity,0.053,37.8,416534,"$15,744,985",15744985.2,Materials,2398855,US3465631097,NASDAQ
FTD,FTD COMPANIES INC,Equity,0.0569,23.8,709892,"$16,895,430",16895429.6,Materials,BFLR7Y7,US30281V1089,NASDAQ
HLIT,HARMONIC INC.,Equity,0.061,5.7,3182729,"$18,141,555",18141555.3,Materials,2510659,US4131601027,NASDAQ
HSII,HEIDRICK & STRUGGLES INTERNATIONAL,Equity,0.0563,21.8,767253,"$16,726,115",16726115.4,Materials,2413071,US4228191023,NASDAQ
HVT,HAVERTY FURNITURE COS. INC.,Equity,0.0596,22.55,784949,"$17,700,600",17700599.95,Materials,2414245,US4195961010,New York Stock Exchange Inc.
IVC,INVACARE CORP.,Equity,0.0527,12.05,1298569,"$15,647,756",15647756.45,Materials,2467971,US4612031017,New York Stock Exchange Inc.
LL,LUMBER LIQUIDATORS HOLDINGS INC.,Equity,0.0577,15.36,1115953,"$17,141,038",17141038.08,Materials,B5KKQN9,US55003T1079,New York Stock Exchange Inc.
LMOS,LUMOS NETWORKS CORP,Equity,0.0498,15.23,970837,"$14,785,848",14785847.51,Materials,B74WVF2,US5502831051,NASDAQ
LPSN,LIVEPERSON INC,Equity,0.0508,7.05,2140652,"$15,091,597",15091596.6,Materials,2577052,US5381461012,NASDAQ
MOV,MOVADO GROUP INC.,Equity,0.0541,25.75,624343,"$16,076,832",16076832.25,Materials,2643168,US6245801062,New York Stock Exchange Inc.
OPB,OPUS BANK,Equity,0.0541,21.9,734285,"$16,080,842",16080841.5,Materials,BLNMST4,US6840001027,NASDAQ
PES,PIONEER ENERGY SERVICES CORP,Equity,0.061,5.95,3047822,"$18,134,541",18134540.9,Materials,B68D808,US7236641087,New York Stock Exchange Inc.
PETS,PETMED EXPRESS INC.,Equity,0.06,21.19,841522,"$17,831,851",17831851.18,Materials,2143099,US7163821066,NASDAQ
PKE,PARK ELECTROCHEMICAL CORP.,Equity,0.0496,19.03,774345,"$14,735,785",14735785.35,Materials,2671307,US7004162092,New York Stock Exchange Inc.
RCII,RENT-A-CENTER INC.,Equity,0.0602,8.2,2181228,"$17,886,070",17886069.6,Materials,2733092,US76009N1000,NASDAQ
RGS,REGIS CORP.,Equity,0.0617,12.58,1457508,"$18,335,451",18335450.64,Materials,2730327,US7589321071,New York Stock Exchange Inc.
SPOK,SPOK HOLDINGS INC,Equity,0.0509,19.1,791223,"$15,112,359",15112359.3,Materials,BNZB473,US84863T1060,NASDAQ
SPPI,SPECTRUM PHARMACEUTICALS INC.,Equity,0.0535,5.91,2691053,"$15,904,123",15904123.23,Materials,2982924,US84763A1088,NASDAQ
SRDX,SURMODICS INC.,Equity,0.0466,24.8,558779,"$13,857,719",13857719.2,Materials,2502678,US8688731004,NASDAQ
TESO,TESCO CORP,Equity,0.0546,8.4,1930952,"$16,219,997",16219996.8,Materials,2237022,CA88157K1012,NASDAQ
UFI,UNIFI INC.,Equity,0.0587,28.03,622331,"$17,443,938",17443937.93,Materials,2911865,US9046772003,New York Stock Exchange Inc.
VDSI,VASCO DATA SECURITY INTERNATIONAL,Equity,0.0562,13.4,1245378,"$16,688,065",16688065.2,Materials,2245229,US92230Y1047,NASDAQ
ZUMZ,ZUMIEZ INC.,Equity,0.049,20.25,719760,"$14,575,140",14575140,Materials,B081QB7,US9898171015,NASDAQ
ACAT,ARCTIC CAT INC.,Equity,0.0329,18.55,526679,"$9,769,895",9769895.45,Real Estate,2047500,US0396701049,NASDAQ
BELFB,BEL FUSE INC. CL B,Equity,0.0368,29.9,365565,"$10,930,394",10930393.5,Real Estate,2279897,US0773473006,NASDAQ
BGFV,BIG 5 SPORTING GOODS CORP.,Equity,0.0333,13.4,738859,"$9,900,711",9900710.6,Real Estate,2958646,US08915P1012,NASDAQ
CGI,CELADON GROUP INC.,Equity,0.0348,9,1149679,"$10,347,111",10347111,Real Estate,2184195,US1508381001,New York Stock Exchange Inc.
CMTL,COMTECH TELECOMMUNICATIONS CORP.,Equity,0.0374,11.62,955759,"$11,105,920",11105919.58,Real Estate,2215341,US2058262096,NASDAQ
CPSI,COMPUTER PROGRAMS & SYSTEMS INC.,Equity,0.0399,26.4,448577,"$11,842,433",11842432.8,Real Estate,2872122,US2053061030,NASDAQ
CRR,CARBO CERAMICS INC.,Equity,0.0436,15.19,852524,"$12,949,840",12949839.56,Real Estate,2238821,US1407811058,New York Stock Exchange Inc.
DHX,DHI GROUP INC,Equity,0.037,5.4,2037270,"$11,001,258",11001258,Real Estate,BWX70S9,US23331S1006,New York Stock Exchange Inc.
DSPG,DSP GROUP INC.,Equity,0.0316,10.5,893013,"$9,376,637",9376636.5,Real Estate,2275680,US23332B1061,NASDAQ
ERA,ERA GROUP INC.,Equity,0.0399,14.8,801377,"$11,860,380",11860379.6,Real Estate,B8KM2D8,US26885G1094,New York Stock Exchange Inc.
ESIO,ELECTRO SCIENTIFIC INDUSTRIES INC.,Equity,0.032,6.78,1400355,"$9,494,407",9494406.9,Real Estate,2310440,US2852291002,NASDAQ
FF,FUTUREFUEL CORP.,Equity,0.0418,13.28,936348,"$12,434,701",12434701.44,Real Estate,B3BBRD4,US36116M1062,New York Stock Exchange Inc.
FOR,FORESTAR GROUP INC.,Equity,0.045,13.05,1024409,"$13,368,537",13368537.45,Real Estate,B29YGD1,US3462331097,New York Stock Exchange Inc.
GEOS,GEOSPACE TECHNOLOGIES CORP,Equity,0.0355,18.88,558360,"$10,541,837",10541836.8,Real Estate,B89MJ94,US37364X1090,NASDAQ
HCI,HCI GROUP INC,Equity,0.0441,43.9,298641,"$13,110,340",13110339.9,Real Estate,BBN23F5,US40416E1038,New York Stock Exchange Inc.
KOPN,KOPIN CORP.,Equity,0.0306,3.53,2575744,"$9,092,376",9092376.32,Real Estate,2492412,US5006001011,NASDAQ
LOCO,EL POLLO LOCO INC,Equity,0.0403,13.4,894311,"$11,983,767",11983767.4,Real Estate,BP857F5,US2686031079,NASDAQ
MCRI,MONARCH CASINO & RESORT INC.,Equity,0.0367,23.89,455950,"$10,892,646",10892645.5,Real Estate,2599197,US6090271072,NASDAQ
MYE,MYERS INDUSTRIES INC.,Equity,0.0437,14,927652,"$12,987,128",12987128,Real Estate,2613086,US6284641098,New York Stock Exchange Inc.
ORN,ORION GROUP INC,Equity,0.0381,9.93,1138743,"$11,307,718",11307717.99,Real Estate,B1WTHL1,US68628V3087,New York Stock Exchange Inc.
PERY,PERRY ELLIS INTERNATIONAL INC.,Equity,0.0379,22.93,491540,"$11,271,012",11271012.2,Real Estate,2851701,US2888531041,NASDAQ
POWL,POWELL INDUSTRIES INC.,Equity,0.0414,34.12,360654,"$12,305,514",12305514.48,Real Estate,2697422,US7391281067,NASDAQ
QHC,QUORUM HEALTH CORP,Equity,0.0345,8.16,1254830,"$10,239,413",10239412.8,Real Estate,BYXT6Y7,US74909E1064,New York Stock Exchange Inc.
RRTS,ROADRUNNER TRANSPORTATION SYSTEMS,Equity,0.0314,7.25,1287081,"$9,331,337",9331337.25,Real Estate,B3W9403,US76973Q1058,New York Stock Exchange Inc.
SCVL,SHOE CARNIVAL INC.,Equity,0.0459,25.32,538774,"$13,641,758",13641757.68,Real Estate,2805474,US8248891090,NASDAQ
SENEA,SENECA FOODS CORP. CL A,Equity,0.0325,37.35,258802,"$9,666,255",9666254.7,Real Estate,2781626,US8170705011,NASDAQ
UIHC,UNITED INSURANCE HOLDINGS CORP.,Equity,0.0365,15.95,679636,"$10,840,194",10840194.2,Real Estate,B292PW7,US9107101027,NASDAQ
VICR,VICOR CORP.,Equity,0.0344,15.1,677210,"$10,225,871",10225871,Real Estate,2930774,US9258151029,NASDAQ
WRLD,WORLD ACCEPTANCE CORP.,Equity,0.0439,53.68,243025,"$13,045,582",13045582,Real Estate,2981181,US9814191048,NASDAQ
ZEUS,OLYMPIC STEEL INC.,Equity,0.0319,25.19,376523,"$9,484,614",9484614.37,Real Estate,2659013,US68162K1060,NASDAQ
AGYS,AGILYSYS INC.,Equity,0.021,9.58,651841,"$6,244,637",6244636.78,Telecommunications,2689162,US00847J1051,NASDAQ
EHTH,EHEALTH INC.,Equity,0.0259,11.16,688348,"$7,681,964",7681963.68,Telecommunications,B1G0F83,US28238P1093,NASDAQ
GIFI,GULF ISLAND FABRICATION INC.,Equity,0.0259,13.15,584248,"$7,682,861",7682861.2,Telecommunications,2412636,US4023071024,NASDAQ
KIRK,KIRKLANDS INC.,Equity,0.0226,11.4,589463,"$6,719,878",6719878.2,Telecommunications,2960920,US4974981056,NASDAQ
LQDT,LIQUIDITY SERVICES INC.,Equity,0.0286,8.5,1001106,"$8,509,401",8509401,Telecommunications,B0ZN8Z4,US53635B1070,NASDAQ
LXU,LSB INDUSTRIES INC.,Equity,0.0275,9.48,862788,"$8,179,230",8179230.24,Telecommunications,2536882,US5021601043,New York Stock Exchange Inc.
MCF,CONTANGO OIL AND GAS,Equity,0.028,8.84,942027,"$8,327,519",8327518.68,Telecommunications,2752945,US21075N2045,Nyse Mkt Llc
TUES,TUESDAY MORNING CORP.,Equity,0.025,4,1853858,"$7,415,432",7415432,Telecommunications,2411440,US8990355054,NASDAQ
BBOX,BLACK BOX CORP.,Equity,0.02,9.65,615931,"$5,943,734",5943734.15,Utilities,2546977,US0918261076,NASDAQ
CDI,CDI CORP.,Equity,0.0174,8.9,581440,"$5,174,816",5174816,Utilities,2181129,US1250711009,New York Stock Exchange Inc.
CLMS,CALAMOS ASSET MANAGEMENT INC. SHS,Equity,0.0189,8.24,680499,"$5,607,312",5607311.76,Utilities,B02J6B7,US12811R1041,NASDAQ
HT,HERSHA HOSPITALITY TRUST CLASS A,Equity,0.0186,20.84,265655,"$5,536,250",5536250.2,Utilities,BYYTSK6,US4278255009,New York Stock Exchange Inc.
NOG,NORTHERN OIL AND GAS INC,Equity,0.0195,3.15,1842171,"$5,802,839",5802838.65,Utilities,B0WRP81,US6655311099,Nyse Mkt Llc
QNST,QUINSTREET INC.,Equity,0.0165,3.33,1474249,"$4,909,249",4909249.17,Utilities,B3PGPB9,US74874Q1004,NASDAQ
RT,RUBY TUESDAY INC.,Equity,0.0168,1.92,2593535,"$4,979,587",4979587.2,Utilities,2757616,US7811821005,New York Stock Exchange Inc.
TNGO,TANGOE INC.,Equity,0.0204,6.03,1004945,"$6,059,818",6059818.35,Utilities,B3P4WX4,US87582Y1082,NASDAQ
